,Rank,Company,Revenues  ($ millions),Profits  ($ millions),Year
84,485,American Biltrite Rubber,133.1,4.7,1967
85,486,P.R. Mallory,133.1,9.0,1967
86,487,Todd Shipyards,132.9,3.0,1967
87,488,Sheller-Globe,132.9,6.0,1967
88,489,Trans Union,132.9,16.3,1967
89,490,Texasgulf,132.7,28.1,1967
90,491,Bangor Punta,132.1,5.5,1967
91,492,Becton Dickinson,131.6,10.0,1967
92,493,Morton International,131.5,5.6,1967
93,494,Maytag,131.3,16.0,1967
94,495,Schering-Plough,131.2,16.8,1967
95,496,B.V.D.,131.1,6.6,1967
96,497,Mead Johnson,131.1,7.3,1967
97,498,Parker Hannifin,130.7,8.4,1967
98,499,Signode,129.5,8.8,1967
99,500,Curtis Publishing,128.9,0.3,1967
0,1,General Motors,20026.3,1627.3,1968
1,2,Exxon Mobil,13266.0,1232.3,1968
2,3,Ford Motor,10515.7,84.1,1968
3,4,General Electric,7741.2,361.4,1968
4,5,Chrysler,6213.4,200.4,1968
5,6,Mobil,5771.8,385.4,1968
6,7,Intl. Business Machines,5345.3,651.5,1968
7,8,Texaco,5121.4,754.4,1968
8,9,Gulf Oil,4202.1,578.3,1968
9,10,U.S. Steel,4005.5,172.5,1968
10,11,AT&T Technologies,3717.5,153.0,1968
11,12,ChevronTexaco,3297.8,421.7,1968
12,13,DuPont,3102.0,313.9,1968
13,14,Shell Oil,3073.2,284.8,1968
14,15,RCA,3014.1,147.5,1968
15,16,McDonnell Douglas,2933.8,0.9,1968
16,17,Amoco,2918.1,282.2,1968
17,18,CBS,2900.7,122.5,1968
18,19,Boeing,2879.7,83.9,1968
19,20,Esmark,2834.7,26.7,1968
20,21,ITT Industries,2760.6,122.8,1968
21,22,Goodyear Tire & Rubber,2637.7,127.1,1968
22,23,General Telephone & Electronics,2622.2,222.0,1968
23,24,Bethlehem Steel,2594.1,130.4,1968
24,25,Union Carbide,2545.6,170.7,1968
25,26,Navistar International,2541.9,93.0,1968
26,27,Procter & Gamble,2438.7,174.1,1968
27,28,Rockwell Automation,2438.5,68.3,1968
28,29,Eastman Kodak,2391.5,352.3,1968
29,30,Lockheed Martin,2335.5,54.4,1968
30,31,Kraft,2318.6,76.1,1968
31,32,General Dynamics,2253.3,57.0,1968
32,33,United Technologies,2212.3,57.3,1968
33,34,Armour,2156.7,22.3,1968
34,35,Conoco,2082.8,149.0,1968
35,36,ConocoPhillips,1981.6,164.0,1968
36,37,Firestone Tire & Rubber,1875.4,102.3,1968
37,38,LTV,1833.3,34.0,1968
38,39,Tenneco Automotive,1777.7,138.5,1968
39,40,General Foods,1651.6,98.8,1968
40,41,Monsanto,1632.4,104.4,1968
41,42,Borden Chemical,1588.4,55.3,1968
42,43,Sealed Air,1576.3,51.5,1968
43,44,Litton Industries,1561.5,70.1,1968
44,45,American Can,1521.8,60.5,1968
45,46,Sperry,1487.1,53.9,1968
46,47,Sinclair Oil,1483.1,95.4,1968
47,48,Caterpillar,1472.5,106.4,1968
48,49,Textron,1446.0,61.5,1968
49,50,International Paper,1414.5,88.8,1968
50,51,Unocal,1412.2,145.0,1968
51,52,Continental Group,1397.6,78.1,1968
52,53,Dow Chemical,1382.7,130.9,1968
53,54,Citgo Petroleum,1374.9,127.8,1968
54,55,Burlington Industries Equity,1364.6,58.2,1968
55,56,Alcoa,1360.8,107.4,1968
56,57,Signal Companies,1321.7,49.1,1968
57,58,FMC,1313.0,60.8,1968
58,59,Atlantic Richfield,1276.8,130.0,1968
59,60,Ralston Purina,1275.2,29.9,1968
60,61,Bendix,1274.0,43.7,1968
61,62,Republic Steel,1266.3,75.2,1968
62,63,Uniroyal,1264.7,33.0,1968
63,64,Honeywell Intl.,1243.4,73.3,1968
64,65,3M,1231.1,147.1,1968
65,66,Nabisco Group Holdings,1214.9,151.0,1968
66,67,Sunoco,1151.7,108.6,1968
67,68,ARMCO,1138.1,70.6,1968
68,69,Singer,1137.7,50.2,1968
69,70,Celanese,1110.0,59.3,1968
70,71,Raytheon,1106.0,28.6,1968
71,72,Sara Lee,1089.8,29.5,1968
72,73,Deere,1086.4,57.6,1968
73,74,Bestfoods,1072.9,51.2,1968
74,75,Champion International,1049.7,36.1,1968
75,76,Anaconda,1047.8,94.3,1968
76,77,Honeywell,1044.9,42.3,1968
77,78,Coca-Cola,1043.1,100.5,1968
78,79,Getty Oil,1041.5,118.2,1968
79,80,TRW,1040.9,42.8,1968
80,81,Colgate-Palmolive,1025.4,33.5,1968
81,82,National Intergroup,1017.6,69.6,1968
82,83,Goodrich,1006.2,35.2,1968
83,84,Avco,997.0,74.6,1968
84,85,Ryerson Tull,991.9,54.0,1968
85,86,Wyeth,987.3,104.1,1968
86,87,Grumman,968.6,21.5,1968
87,88,Owens-Illinois,961.7,45.3,1968
88,89,NCR,955.5,35.3,1968
89,90,GenCorp,954.5,32.1,1968
90,91,Fortune Brands,952.8,89.2,1968
91,92,BorgWarner,952.0,43.2,1968
92,93,PPG Industries,942.9,43.5,1968
93,94,American Cyanamid,937.1,70.3,1968
94,95,Beatrice,909.6,30.3,1968
95,96,Jones & Laughlin Steel,903.6,35.8,1968
96,97,Olin,901.1,54.0,1968
97,98,Weyerhaeuser,886.6,60.3,1968
98,99,Carnation,879.2,31.8,1968
99,100,Genesco,872.1,25.2,1968
0,101,Chiquita Brands Intl.,840.7,7.4,1968
1,102,Occidental Petroleum,825.7,45.5,1968
2,103,Allis-Chalmers,821.8,5.0,1968
3,104,Ogden,815.2,20.1,1968
4,105,Georgia-Pacific,812.7,56.5,1968
5,106,Ashland,804.9,44.5,1968
6,107,Reynolds Metals,804.0,52.3,1968
7,108,Campbell Soup,798.7,48.3,1968
8,109,J.P. Stevens,794.2,21.9,1968
9,110,Kaiser Industries,794.1,71.2,1968
10,111,Crown Zellerbach,791.1,46.7,1968
11,112,Standard Brands,780.7,31.8,1968
12,113,American Motors,778.0,-75.8,1968
13,114,Whirlpool,773.7,33.3,1968
14,115,Kaisertech,771.6,54.1,1968
15,116,White Motor,769.8,28.9,1968
16,117,OfficeMax,769.2,28.4,1968
17,118,Studebaker-Worthington,764.1,34.2,1968
18,119,Nabisco Brands,763.6,42.3,1968
19,120,Pullman,757.4,21.3,1968
20,121,NL Industries,752.6,54.3,1968
21,122,Eaton,750.7,31.8,1968
22,123,Bristol-Myers Squibb,730.1,52.0,1968
23,124,Youngstown Sheet & Tube,724.7,39.8,1968
24,125,St. Regis,721.8,30.3,1968
25,126,Xerox,701.4,97.3,1968
26,127,Martin Marietta,695.6,36.6,1968
27,128,Marathon Oil,695.6,73.9,1968
28,129,H.J. Heinz,690.9,21.5,1968
29,130,Combustion Engineering,688.6,21.1,1968
30,131,Kimberly-Clark,687.6,42.9,1968
31,132,PepsiCo,665.3,39.2,1968
32,133,Warner-Lambert,656.8,51.6,1968
33,134,Zenith Electronics,653.9,41.0,1968
34,135,Gulf & Western Industries,644.9,46.2,1968
35,136,Hercules,642.6,46.7,1968
36,137,Safety-Kleen,640.1,23.6,1968
37,138,Pfizer,637.8,58.3,1968
38,139,Mead,633.1,20.5,1968
39,140,Motorola,630.0,18.8,1968
40,141,Babcock & Wilcox,624.7,33.2,1968
41,142,Scott Paper,623.4,48.3,1968
42,143,BP America,621.8,63.9,1968
43,144,Continental Baking,621.0,14.7,1968
44,145,United Merchants & Mfrs.,607.0,15.1,1968
45,146,General Mills,602.5,28.5,1968
46,147,American Standard,599.8,13.3,1968
47,148,Altria Group,588.6,43.6,1968
48,149,Sunray DX Oil,582.8,54.5,1968
49,150,Central Soya,578.0,9.2,1968
50,151,Squibb,577.9,40.1,1968
51,152,Texas Instruments,568.5,22.9,1968
52,153,McGraw-Edison,555.6,35.6,1968
53,154,Quaker Oats,555.1,19.7,1968
54,155,Anheuser-Busch,554.9,36.2,1968
55,156,Unisys,550.6,34.8,1968
56,157,Hormel Foods,548.8,8.7,1968
57,158,Dresser Industries,542.2,31.1,1968
58,159,Furniture Brands Intl.,536.2,18.6,1968
59,160,Glen Alden,534.7,17.6,1968
60,161,Dart Industries,531.6,31.1,1968
61,162,Quantum Chemical,528.9,42.3,1968
62,163,Merck,528.1,89.3,1968
63,164,Pillsbury,525.8,12.1,1968
64,165,Norton Simon,523.6,10.5,1968
65,166,GAF,520.9,19.0,1968
66,167,Johnson & Johnson,514.8,41.2,1968
67,168,Del Monte Foods,514.0,27.3,1968
68,169,Dana,512.8,32.1,1968
69,170,Asarco,511.2,63.8,1968
70,171,Manville,510.4,32.6,1968
71,172,Phelps Dodge,509.8,50.4,1968
72,173,Iowa Beef Processors,507.9,6.3,1968
73,174,Pet,506.3,30.4,1968
74,175,Agway,500.6,0.6,1968
75,176,Clark Equipment,489.5,23.2,1968
76,177,Kennecott,489.3,111.1,1968
77,178,Ingersoll-Rand,480.7,51.4,1968
78,179,AMAX,478.3,56.3,1968
79,180,Avon Products,474.8,65.4,1968
80,181,Northrop Grumman,469.4,12.6,1968
81,182,Ethyl,468.9,29.7,1968
82,183,Walter Industries,468.1,11.3,1968
83,184,AMF,466.1,23.5,1968
84,185,Magnavox,464.3,30.8,1968
85,186,Container Corp. of America,463.1,34.0,1968
86,187,General Precision Equipment,461.6,18.8,1968
87,188,Armstrong Holdings,460.3,27.3,1968
88,189,Budd,457.2,20.0,1968
89,190,Amstar,451.1,11.5,1968
90,191,Teledyne,451.1,21.7,1968
91,192,Sterling Drug,448.9,44.2,1968
92,193,Koppers,448.1,14.0,1968
93,194,Kellogg,447.1,40.8,1968
94,195,Lever Brothers,440.3,8.7,1968
95,196,Collins Radio,439.0,12.1,1968
96,197,Carrier,438.5,21.9,1968
97,198,Corning,435.3,50.0,1968
98,199,Gillette,428.4,56.6,1968
99,200,Hess Oil & Chemical,426.1,20.1,1968
0,201,J.E. Seagram,425.4,23.2,1968
1,202,Kerr-McGee,423.8,34.4,1968
2,203,Stauffer Chemical,423.8,30.7,1968
3,204,Kidde,423.7,17.7,1968
4,205,Allegheny International,416.1,24.6,1968
5,206,BOC,413.1,12.7,1968
6,207,Maxus Energy,411.2,35.3,1968
7,208,Foster Wheeler,410.6,5.7,1968
8,209,Eli Lilly,408.4,53.7,1968
9,210,Eltra,406.2,21.3,1968
10,211,Diamond International,405.4,31.1,1968
11,212,Crane,403.4,10.2,1968
12,213,Lear Siegler,402.3,13.9,1968
13,214,Oscar Mayer,401.9,9.6,1968
14,215,Sherwin-Williams,401.7,18.1,1968
15,216,Kaiser Steel,401.1,33.2,1968
16,217,Emerson Electric,395.2,30.2,1968
17,218,Cerro,393.0,33.4,1968
18,219,Ryan Aeronautical,392.8,8.4,1968
19,220,Liggett Group,384.8,23.9,1968
20,221,IPL,381.1,0.1,1968
21,222,Admiral,380.9,-3.8,1968
22,223,Brunswick,379.1,6.1,1968
23,224,Kayser-Roth,377.4,12.5,1968
24,225,Owens Corning,376.5,14.8,1968
25,226,Rohm & Haas,375.8,29.4,1968
26,227,Intl. Multifoods,374.4,5.1,1968
27,228,GK Technologies,373.2,28.8,1968
28,229,USG,372.8,32.5,1968
29,230,Polaroid,372.1,57.4,1968
30,231,Archer Daniels Midland,371.6,4.4,1968
31,232,Westvaco,366.3,21.4,1968
32,233,AM International,360.0,19.0,1968
33,234,GATX,359.6,26.7,1968
34,235,Essex International,356.3,29.9,1968
35,236,Timken,355.1,35.5,1968
36,237,Farmland Industries,352.5,27.3,1968
37,238,Scovill,352.2,12.6,1968
38,239,Lorillard,349.5,31.0,1968
39,240,Hygrade Food Products,346.0,1.6,1968
40,241,Sunbeam/Oster,344.7,14.1,1968
41,242,Fruehauf,344.3,17.2,1968
42,243,ACF Industries,342.6,29.8,1968
43,244,Hooker Chemical,341.5,24.2,1968
44,245,"Libby, McNeill & Libby",341.1,4.2,1968
45,246,Revere Copper & Brass,336.8,20.3,1968
46,247,WestPoint Stevens,334.7,19.7,1968
47,248,Midland-Ross,334.6,15.2,1968
48,249,Castle & Cooke,333.4,10.1,1968
49,250,Otis Elevator,330.9,2.2,1968
50,251,A.O. Smith,330.0,9.6,1968
51,252,Imcera Group,329.5,11.9,1968
52,253,Land O'Lakes,328.6,7.0,1968
53,254,McGraw-Hill,328.3,28.7,1968
54,255,Brown Shoe,326.8,19.0,1968
55,256,Union Camp,320.9,24.8,1968
56,257,Grinnell,319.3,30.8,1968
57,258,Paccar,318.9,15.7,1968
58,259,Cudahy,316.5,2.8,1968
59,260,North American Philips,316.4,12.6,1968
60,261,Tecumseh Products,314.5,15.7,1968
61,262,Philadelphia & Reading,311.3,23.9,1968
62,263,Coltec Industries,306.7,12.0,1968
63,264,Cummins,306.1,3.6,1968
64,265,Westinghouse Air Brake,305.4,12.1,1968
65,266,Newport News Shipbuilding,305.3,6.6,1968
66,267,Norton,305.0,12.1,1968
67,268,Di Giorgio,304.8,2.3,1968
68,269,Jos. Schlitz Brewing,304.0,19.4,1968
69,270,Abbott Laboratories,303.3,28.1,1968
70,271,Crown Holdings,301.1,18.8,1968
71,272,American Bakeries,297.7,4.6,1968
72,273,Times Mirror,297.3,19.1,1968
73,274,Flintkote,296.4,10.4,1968
74,275,Inmont,291.9,13.2,1968
75,276,M. Lowenstein,291.5,5.1,1968
76,277,Kelsey-Hayes,290.7,9.7,1968
77,278,Crucible Steel,290.1,8.6,1968
78,279,Indian Head,287.8,7.7,1968
79,280,Cannon Mills,287.4,13.8,1968
80,281,Revlon,283.9,20.5,1968
81,282,Cluett Peabody,283.9,10.9,1968
82,283,USM,283.5,15.0,1968
83,284,U.S. Industries,283.2,14.1,1968
84,285,Evans Products,281.4,7.8,1968
85,286,H.K. Porter,280.3,4.3,1968
86,287,Wheeling Pittsburgh,277.4,-9.1,1968
87,288,Ward Foods,276.2,6.5,1968
88,289,Abex,274.8,11.3,1968
89,290,Cincinnati Milacron,273.6,16.4,1968
90,291,Pharmacia,273.0,30.1,1968
91,292,Richardson-Vicks,269.0,25.1,1968
92,293,Campbell Taggart,268.8,9.2,1968
93,294,Fairchild Industries,268.7,5.4,1968
94,295,Hoover,267.7,10.2,1968
95,296,CBI Industries,265.2,14.6,1968
96,297,Bell & Howell,263.2,11.7,1968
97,298,Ex-Cell-O,263.1,17.6,1968
98,299,Hammermill Paper,262.8,8.5,1968
99,300,Cone Mills,262.6,6.4,1968
0,301,Potlatch,262.2,12.7,1968
1,302,R.R. Donnelley & Sons,261.5,22.1,1968
2,303,Peabody Coal,260.8,28.1,1968
3,304,US Pharmaceuticals,260.0,42.1,1968
4,305,Schenley Industries,259.2,22.7,1968
5,306,Dan River,256.5,7.8,1968
6,307,Interlake,256.4,14.1,1968
7,308,Aeroquip-Vickers,256.4,32.8,1968
8,309,Bemis,256.2,7.6,1968
9,310,National Gypsum,254.0,16.5,1968
10,311,Texasgulf,253.1,62.1,1968
11,312,Harris,250.9,14.6,1968
12,313,Rohr,249.2,3.0,1968
13,314,Staley Continental,247.4,6.1,1968
14,315,Hershey Foods,246.7,20.9,1968
15,316,Cotton Producers Association,246.5,4.9,1968
16,317,Control Data,245.2,8.4,1968
17,318,Stokely-Van Camp,244.8,8.3,1968
18,319,Hewlett-Packard,243.4,20.1,1968
19,320,Springs Industries,243.1,6.8,1968
20,321,A-T-O,242.3,9.2,1968
21,322,"Parke, Davis",239.2,21.0,1968
22,323,Carborundum,238.2,12.7,1968
23,324,Rath Packing,236.3,-2.1,1968
24,325,Pennwalt Corp,236.2,13.1,1968
25,326,Thiokol,235.8,3.2,1968
26,327,Cutler-Hammer,234.0,8.4,1968
27,328,Outboard Marine,233.4,15.2,1968
28,329,Chemetron,233.3,14.9,1968
29,330,Pabst Brewing,231.2,18.2,1968
30,331,Stanley Works,230.9,10.6,1968
31,332,Federal-Mogul,226.3,11.8,1968
32,333,Whittaker,224.6,9.0,1968
33,334,Amsted Industries,223.2,13.0,1968
34,335,ESB,220.7,9.0,1968
35,336,Hartmarx,220.5,11.8,1968
36,337,Amerada Hess,218.7,58.5,1968
37,338,Brown,215.2,0.8,1968
38,339,Sundstrand,215.1,11.2,1968
39,340,Ampex,214.7,10.3,1968
40,341,Coastal,213.6,19.9,1968
41,342,Cessna Aircraft,213.6,10.8,1968
42,343,Thomas J. Lipton,211.1,14.2,1968
43,344,CF&I Steel,210.3,6.4,1968
44,345,McCall,209.6,7.4,1968
45,346,Heublein,209.4,14.1,1968
46,347,Fairchild Camera & Instrument,208.9,-7.7,1968
47,348,Harsco,206.6,15.9,1968
48,349,Allied Mills,205.7,4.0,1968
49,350,Emhart,205.2,12.0,1968
50,351,Champion Spark Plug,204.7,24.6,1968
51,352,Joy Technologies,204.2,9.7,1968
52,353,Fairmont Foods,204.1,3.9,1968
53,354,McLouth Steel,203.8,10.8,1968
54,355,Jonathan Logan,203.4,11.1,1968
55,356,Eastern Gas & Fuel Associates,203.1,16.2,1968
56,357,Simmons,202.7,6.5,1968
57,358,Rockwell Manufacturing,202.3,12.5,1968
58,359,Trane,200.8,11.4,1968
59,360,Witco,200.3,9.5,1968
60,361,Universal American,199.8,3.2,1968
61,362,Anchor Hocking,199.0,10.4,1968
62,363,Blaw-Knox,198.7,7.0,1968
63,364,Gerber Products,197.5,15.6,1968
64,365,Murphy Oil,197.5,8.2,1968
65,366,Miles Laboratories,197.4,9.1,1968
66,367,Square D,197.2,22.6,1968
67,368,Interstate Brands,195.8,4.6,1968
68,369,Howmet,195.6,14.1,1968
69,370,U.S. Shoe,195.3,8.5,1968
70,371,New York Times,194.3,11.3,1968
71,372,Purex Industries,192.3,10.7,1968
72,373,Questor,192.1,10.5,1968
73,374,Kendall,191.2,9.1,1968
74,375,Norris Industries,190.0,10.7,1968
75,376,Household Manufacturing,189.2,10.3,1968
76,377,Lone Star Industries,187.9,-3.7,1968
77,378,Apogent Technologies,187.3,12.4,1968
78,379,Maremont,186.5,3.3,1968
79,380,Akzona,186.0,10.7,1968
80,381,Koehring,185.4,8.5,1968
81,382,FINA,184.9,14.0,1968
82,383,American Chain & Cable,184.5,8.2,1968
83,384,I-T-E Imperial,183.9,8.5,1968
84,385,Sharon Steel,183.8,3.1,1968
85,386,Houdaille Industries,183.4,11.3,1968
86,387,Air Products & Chem.,183.4,10.9,1968
87,388,Mohasco,183.3,3.6,1968
88,389,National Can,182.9,6.4,1968
89,390,Handy & Harman,182.5,3.5,1968
90,391,Kellwood,182.1,4.8,1968
91,392,Eagle-Picher Industries,179.4,8.6,1968
92,393,MacMillan,179.0,14.8,1968
93,394,Beaunit,178.7,0.7,1968
94,395,Time Warner,178.0,7.2,1968
95,396,Roper,177.9,4.2,1968
96,397,Hupp,176.9,1.6,1968
97,398,Commonwealth Oil Refining,175.6,15.7,1968
98,399,Fieldcrest Cannon,175.3,6.9,1968
99,400,Beech Aircraft,174.1,9.0,1968
0,401,Grolier,173.9,7.6,1968
1,402,Insilco,173.9,9.0,1968
2,403,Curtiss-Wright,173.7,11.5,1968
3,404,Freeport Sulphur,173.1,32.4,1968
4,405,Green Giant,173.0,5.7,1968
5,406,Reliance Electric,172.7,12.9,1968
6,407,White Consolidated Industries,172.7,11.2,1968
7,408,Stewart-Warner,171.9,10.9,1968
8,409,Cyclops Industries,171.0,5.8,1968
9,410,General Signal,169.5,8.5,1968
10,411,Premcor,168.9,11.4,1968
11,412,Black & Decker,168.6,14.8,1968
12,413,Inland Container,168.1,7.1,1968
13,414,Certainteed,167.2,3.0,1968
14,415,Chesebrough-Pond's,165.7,14.8,1968
15,416,Vulcan Materials,164.9,10.7,1968
16,417,Collins & Aikman,164.5,6.2,1968
17,418,Bunker Ramo,163.7,5.4,1968
18,419,Cooper Industries,163.5,13.8,1968
19,420,Armstrong Rubber,163.3,7.3,1968
20,421,Rexnord,162.9,7.6,1968
21,422,Clevite,162.7,8.3,1968
22,423,U.S. Pipe & Foundry,162.5,6.0,1968
23,424,Canada Dry,162.1,0.7,1968
24,425,Falstaff Brewing,161.6,-0.6,1968
25,426,Varian Associates,160.5,6.5,1968
26,427,Bliss (E.W.),160.2,5.4,1968
27,428,Bangor Punta,160.1,5.6,1968
28,429,Todd Shipyards,159.0,4.6,1968
29,430,Keystone Consolidated Industries,158.8,5.8,1968
30,431,Warwick Electronics,158.1,0.6,1968
31,432,Dean Foods,157.2,1.9,1968
32,433,Becton Dickinson,157.0,12.1,1968
33,434,Keebler,156.9,2.7,1968
34,435,Olivetti Underwood,156.8,3.4,1968
35,436,ITT Rayonier,156.7,13.1,1968
36,437,Standard Pressed Steel,156.5,8.3,1968
37,438,Hobart,156.0,11.7,1968
38,439,Pittsburgh Steel,155.9,2.2,1968
39,440,Riegel Textile,155.7,7.6,1968
40,441,Woodward Iron,155.3,8.7,1968
41,442,General Host,155.2,2.0,1968
42,443,General Instrument,154.1,6.7,1968
43,444,Ideal Basic Industries,154.0,15.6,1968
44,445,Warnaco Group,153.9,4.2,1968
45,446,Spencer Foods,152.3,1.6,1968
46,447,Parker Hannifin,152.2,9.6,1968
47,448,Robertson-Ceco,151.9,5.8,1968
48,449,Calumet & Hecia,151.1,5.6,1968
49,450,Schering-Plough,150.7,19.0,1968
50,451,Carpenter Technology,150.3,15.8,1968
51,452,Pitney Bowes,150.0,9.9,1968
52,453,Cowles Communications,149.8,-3.4,1968
53,454,Cabot,149.6,10.2,1968
54,455,Federal Pacific Electric,149.3,5.4,1968
55,456,ConAgra Foods,148.3,0.5,1968
56,457,Wm. Wrigley Jr.,148.3,15.1,1968
57,458,Trans Union,147.9,17.1,1968
58,459,Gardner-Denver,147.9,17.2,1968
59,460,Riegel Paper,147.5,6.6,1968
60,461,Miehle-Goss-Dexter,147.4,9.1,1968
61,462,Harvey Aluminum,147.3,15.1,1968
62,463,Warner & Swasey,146.8,13.1,1968
63,464,Rheingold,146.8,-0.4,1968
64,465,Phillips-Van Heusen,146.8,2.7,1968
65,466,AMP,146.5,13.7,1968
66,467,Avnet,146.4,9.4,1968
67,468,Farmers Union Central Exchange,146.1,10.1,1968
68,469,Ceco Industries,145.9,7.0,1968
69,470,Western Publishing Group,145.4,4.3,1968
70,471,Hyster,144.5,10.6,1968
71,472,Morton International,143.5,7.3,1968
72,473,Joy Global,143.4,4.5,1968
73,474,Hanna Mining,143.0,21.1,1968
74,475,Arvin Industries,142.9,5.0,1968
75,476,Chicago Pneumatic Tool,142.7,15.1,1968
76,477,Rheem Manufacturing,142.4,7.5,1968
77,478,American Biltrite Rubber,142.0,4.1,1968
78,479,Granite City Steel,141.7,5.4,1968
79,480,Endicott Johnson,140.9,2.5,1968
80,481,Standard Packaging,140.7,1.6,1968
81,482,Hoerner Waldorf,139.9,8.3,1968
82,483,Maytag,139.9,17.0,1968
83,484,Signode,139.7,8.8,1968
84,485,Victor Comptometer,139.3,10.7,1968
85,486,Sanders Associates,139.2,4.7,1968
86,487,Blue Bell,139.2,4.4,1968
87,488,Fibreboard,138.7,6.8,1968
88,489,Flavorland Industries,137.6,0.4,1968
89,490,Max Factor,136.9,14.2,1968
90,491,Reichhold Chemicals,136.7,4.2,1968
91,492,Consolidated Cigar,135.5,8.4,1968
92,493,Wyandotte Chemicals,134.8,4.2,1968
93,494,National Union Electric,134.4,3.4,1968
94,495,Reeves Brothers,134.2,4.6,1968
95,496,Remington Arms,133.8,13.3,1968
96,497,Great Northern Nekoosa,133.7,13.7,1968
97,498,P.R. Mallory,133.4,7.6,1968
98,499,G.D. Searle,132.7,26.6,1968
99,500,Itek,131.3,5.3,1968
0,1,General Motors,22755.4,1731.9,1969
1,2,Exxon Mobil,14091.3,1276.7,1969
2,3,Ford Motor,14075.1,626.6,1969
3,4,General Electric,8381.6,357.1,1969
4,5,Chrysler,7445.3,290.7,1969
5,6,Intl. Business Machines,6888.5,871.5,1969
6,7,Mobil,6221.0,428.2,1969
7,8,Texaco,5459.8,835.5,1969
8,9,Gulf Oil,4558.5,626.3,1969
9,10,U.S. Steel,4536.7,253.7,1969
10,11,ITT Industries,4066.5,192.4,1969
11,12,AT&T Technologies,4031.9,192.1,1969
12,13,ChevronTexaco,3634.8,451.8,1969
13,14,McDonnell Douglas,3609.3,94.7,1969
14,15,DuPont,3481.2,371.9,1969
15,16,Shell Oil,3317.1,312.1,1969
16,17,CBS,3296.1,135.0,1969
17,18,Boeing,3274.0,83.0,1969
18,19,Amoco,3213.7,309.5,1969
19,20,RCA,3106.2,154.0,1969
20,21,General Telephone & Electronics,2927.1,277.8,1969
21,22,Goodyear Tire & Rubber,2925.7,148.3,1969
22,23,Bethlehem Steel,2862.7,160.5,1969
23,24,Esmark,2827.1,-41.6,1969
24,25,LTV,2769.7,36.3,1969
25,26,Union Carbide,2685.9,157.0,1969
26,27,General Dynamics,2662.2,38.7,1969
27,28,Eastman Kodak,2644.1,375.4,1969
28,29,Rockwell Automation,2639.8,73.8,1969
29,30,Procter & Gamble,2542.6,202.0,1969
30,31,Navistar International,2540.0,75.4,1969
31,32,Kraft,2428.1,76.2,1969
32,33,United Technologies,2408.3,61.4,1969
33,34,Conoco,2251.6,150.0,1969
34,35,Lockheed Martin,2217.4,44.5,1969
35,36,Firestone Tire & Rubber,2131.4,127.0,1969
36,37,ConocoPhillips,2106.9,136.8,1969
37,38,Armour,2096.4,12.0,1969
38,39,Tenneco Automotive,2063.5,166.9,1969
39,40,Litton Industries,1855.0,58.5,1969
40,41,Monsanto,1792.9,108.8,1969
41,42,Sunoco,1778.2,164.4,1969
42,43,Singer,1754.6,69.4,1969
43,44,General Foods,1739.7,103.5,1969
44,45,Sealed Air,1738.4,33.1,1969
45,46,Caterpillar,1707.1,121.6,1969
46,47,Textron,1704.1,74.0,1969
47,48,Occidental Petroleum,1699.0,134.1,1969
48,49,Borden Chemical,1669.4,43.8,1969
49,50,Dow Chemical,1652.5,136.0,1969
50,51,American Can,1633.0,77.6,1969
51,52,Burlington Industries Equity,1619.3,79.0,1969
52,53,Sperry,1562.8,64.0,1969
53,54,International Paper,1561.8,99.9,1969
54,55,Unocal,1536.0,151.2,1969
55,56,Continental Group,1507.9,83.5,1969
56,57,TRW,1487.5,72.2,1969
57,58,Sinclair Oil,1465.1,76.6,1969
58,59,Citgo Petroleum,1439.7,121.3,1969
59,60,Uniroyal,1429.2,56.9,1969
60,61,Atlantic Richfield,1413.7,148.9,1969
61,62,3M,1405.0,161.4,1969
62,63,Republic Steel,1399.5,78.2,1969
63,64,Bendix,1388.7,43.8,1969
64,65,FMC,1376.2,75.2,1969
65,66,ARMCO,1375.2,88.0,1969
66,67,Alcoa,1352.8,104.7,1969
67,68,Signal Companies,1318.0,88.7,1969
68,69,Gulf & Western Industries,1313.9,69.8,1969
69,70,Champion International,1283.4,54.7,1969
70,71,Ralston Purina,1281.5,37.2,1969
71,72,Honeywell,1281.3,50.5,1969
72,73,Honeywell Intl.,1278.1,17.8,1969
73,74,Nabisco Group Holdings,1264.7,150.0,1969
74,75,Celanese,1255.8,-77.1,1969
75,76,Sara Lee,1216.8,52.3,1969
76,77,Coca-Cola,1185.8,110.3,1969
77,78,Avco,1183.4,57.0,1969
78,79,Raytheon,1158.0,29.6,1969
79,80,Grumman,1152.6,19.0,1969
80,81,Owens-Illinois,1152.2,55.1,1969
81,82,Goodrich,1139.7,44.8,1969
82,83,National Intergroup,1139.1,75.6,1969
83,84,Bestfoods,1137.9,53.9,1969
84,85,Fortune Brands,1117.4,92.9,1969
85,86,NCR,1102.2,35.9,1969
86,87,Colgate-Palmolive,1098.1,36.6,1969
87,88,Getty Oil,1085.8,98.2,1969
88,89,Wyeth,1085.6,111.9,1969
89,90,American Standard,1075.2,29.9,1969
90,91,Ryerson Tull,1073.7,79.9,1969
91,92,Ashland,1068.4,48.3,1969
92,93,Beatrice,1052.4,37.4,1969
93,94,Ogden,1051.4,25.2,1969
94,95,Anaconda,1051.0,89.0,1969
95,96,PPG Industries,1044.0,48.3,1969
